pl_name,k2_name,epic_hostname,default_flag,disposition,disp_refname,k2_campaigns,pl_orbper,rowupdate,releasedate
"K2-183 b","K2-183 b","EPIC 211562654",1,"CONFIRMED","Mayo et al. 2018","5, 18",0.46928500000,"2022-03-28","2022-03-28"
"K2-183 b","K2-183 b","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",0.46928700000,"2019-09-05","2019-09-05"
"K2-183 b","K2-183 b","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",0.46926900000,"2018-02-14","2018-02-15"
"K2-183 c","K2-183 c","EPIC 211562654",1,"CONFIRMED","Mayo et al. 2018","5, 18",10.78799200000,"2022-03-28","2022-03-28"
"K2-183 c","K2-183 c","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",10.79347100000,"2018-10-24","2018-02-15"
"K2-183 c","K2-183 c","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",10.79274000000,"2019-09-05","2019-09-05"
"K2-183 c","K2-183 c","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",10.79200000000,"2016-07-18","2016-07-18"
"K2-183 c","K2-183 c","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",10.79261300000,"2017-12-14","2017-12-14"
"K2-183 c","K2-183 c","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",10.79305290000,"2016-12-21","2016-12-21"
"K2-183 c","K2-183 c","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",10.79263500000,"2018-10-24","2018-10-26"
"K2-183 d","K2-183 d","EPIC 211562654",1,"CONFIRMED","Mayo et al. 2018","5, 18",22.62034400000,"2022-03-28","2022-03-28"
"K2-183 d","K2-183 d","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",22.63196400000,"2018-10-24","2018-10-26"
"K2-183 d","K2-183 d","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",22.62949600000,"2018-10-24","2018-02-15"
"K2-183 d","K2-183 d","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",22.63459400000,"2017-12-14","2017-12-14"
"K2-183 d","K2-183 d","EPIC 211562654",0,"CONFIRMED","Mayo et al. 2018","5, 18",22.63020000000,"2019-09-05","2019-09-05"
"EPIC 211563123.01",,"EPIC 211563123",1,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",17.32585700000,"2019-02-26","2019-02-26"
"EPIC 211569704.01",,"EPIC 211569704",1,"CANDIDATE","Pope et al. 2016","5",34.02300000000,"2016-07-18","2016-07-18"
"EPIC 211572480.01",,"EPIC 211572480",1,"FALSE POSITIVE","del Ser et al. 2023","18",6.20430000000,"2022-11-07","2022-11-07"
"EPIC 211572511.01",,"EPIC 211572511",1,"CANDIDATE","Barros et al. 2016","5, 18",10.39528014000,"2016-12-21","2016-12-21"
"EPIC 211578235.01",,"EPIC 211578235",1,"CANDIDATE","Petigura et al. 2018","5, 18",11.00753700000,"2017-12-14","2017-12-14"
"EPIC 211578235.01",,"EPIC 211578235",0,"CANDIDATE","Petigura et al. 2018","5, 18",11.00357542000,"2016-12-21","2016-12-21"
"K2-332 b","K2-332 b","EPIC 211579112",1,"CONFIRMED","de Leon et al. 2021","5, 18",17.70632000000,"2021-08-23","2021-08-23"
"K2-332 b","K2-332 b","EPIC 211579112",0,"CONFIRMED","de Leon et al. 2021","5, 18",17.70300000000,"2016-07-18","2016-07-18"
"K2-332 b","K2-332 b","EPIC 211579112",0,"CONFIRMED","de Leon et al. 2021","5, 18",17.70370000000,"2019-09-05","2019-09-05"
"EPIC 211579683.01",,"EPIC 211579683",1,"CANDIDATE","Kruse et al. 2019","5, 18",9.01020000000,"2019-09-05","2019-09-05"
"EPIC 211579683.01",,"EPIC 211579683",0,"CANDIDATE","Kruse et al. 2019","5, 18",9.01258853000,"2016-12-21","2016-12-21"
"EPIC 211586387.01",,"EPIC 211586387",1,"CANDIDATE","Kruse et al. 2019","5, 16, 18",35.39720000000,"2019-09-05","2019-09-05"
"EPIC 211586387.01",,"EPIC 211586387",0,"CANDIDATE","Kruse et al. 2019","5, 16, 18",35.38300000000,"2016-07-18","2016-07-18"
"EPIC 211589784.01",,"EPIC 211589784",1,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",1.35938600000,"2019-02-26","2019-02-26"
"EPIC 211590050.01",,"EPIC 211590050",1,"CANDIDATE","Castro-Gonz&aacute;lez et al. 2022","18",26.00000000000,"2022-04-18","2022-04-18"
"K2-184 b","K2-184 b","EPIC 211594205",1,"CONFIRMED","Mayo et al. 2018","5, 18",16.97801020000,"2021-09-20","2021-09-20"
"K2-184 b","K2-184 b","EPIC 211594205",0,"CONFIRMED","Mayo et al. 2018","5, 18",16.99343500000,"2018-10-24","2018-02-15"
"K2-184 b","K2-184 b","EPIC 211594205",0,"CONFIRMED","Mayo et al. 2018","5, 18",16.99573100000,"2018-10-24","2018-10-26"
"K2-184 b","K2-184 b","EPIC 211594205",0,"CONFIRMED","Mayo et al. 2018","5, 18",16.99291698000,"2016-12-21","2016-12-21"
"K2-184 b","K2-184 b","EPIC 211594205",0,"CONFIRMED","Mayo et al. 2018","5, 18",16.99600000000,"2019-09-05","2019-09-05"
"K2-184 b","K2-184 b","EPIC 211594205",0,"CONFIRMED","Mayo et al. 2018","5, 18",16.99584800000,"2017-12-14","2017-12-14"
"K2-184 b","K2-184 b","EPIC 211594205",0,"CONFIRMED","Mayo et al. 2018","5, 18",16.99400000000,"2016-07-18","2016-07-18"
"EPIC 211600389.01",,"EPIC 211600389",1,"FALSE POSITIVE","Yu et al. 2018","16",0.63071700000,"2019-02-26","2019-02-26"
"EPIC 211600632.01",,"EPIC 211600632",1,"FALSE POSITIVE","Yu et al. 2018","16",0.63071800000,"2019-02-26","2019-02-26"
"EPIC 211604981.01",,"EPIC 211604981",1,"FALSE POSITIVE","Yu et al. 2018","16",12.42716300000,"2019-02-26","2019-02-26"
"EPIC 211606790.01",,"EPIC 211606790",1,"CANDIDATE","Kruse et al. 2019","5, 16, 18",37.24703000000,"2019-09-05","2019-09-05"
"EPIC 211606790.01",,"EPIC 211606790",0,"CANDIDATE","Kruse et al. 2019","5, 16, 18",37.24686900000,"2018-02-15","2018-02-15"
"EPIC 211607670.01",,"EPIC 211607670",1,"FALSE POSITIVE","Yu et al. 2018","16",1.34885100000,"2019-02-26","2019-02-26"
"EPIC 211607804.01",,"EPIC 211607804",1,"FALSE POSITIVE","Yu et al. 2018","16",1.49021900000,"2019-02-26","2019-02-26"
"EPIC 211611139.01",,"EPIC 211611139",1,"CANDIDATE","Yu et al. 2018","16",1.88221300000,"2019-02-26","2019-02-26"
"K2-185 b","K2-185 b","EPIC 211611158",1,"CONFIRMED","Mayo et al. 2018","5, 16, 18",10.61638400000,"2021-08-30","2021-08-30"
"K2-185 b","K2-185 b","EPIC 211611158",0,"CONFIRMED","Mayo et al. 2018","5, 16, 18",10.61610000000,"2019-09-05","2019-09-05"
"K2-185 b","K2-185 b","EPIC 211611158",0,"CONFIRMED","Mayo et al. 2018","5, 16, 18",10.61664600000,"2018-02-14","2018-02-15"
"K2-185 c","K2-185 c","EPIC 211611158",1,"CONFIRMED","de Leon et al. 2021","5, 16, 18",52.71349400000,"2021-08-23","2021-08-23"
"K2-185 c","K2-185 c","EPIC 211611158",0,"CONFIRMED","de Leon et al. 2021","5, 16, 18",52.71407200000,"2018-02-15","2018-02-15"
"K2-185 c","K2-185 c","EPIC 211611158",0,"CONFIRMED","de Leon et al. 2021","5, 16, 18",52.70990000000,"2019-09-05","2019-09-05"
"EPIC 211613886.01",,"EPIC 211613886",1,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",0.95875910000,"2019-09-05","2019-09-05"
"EPIC 211613886.01",,"EPIC 211613886",0,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",0.95878600000,"2019-02-26","2019-02-26"
"EPIC 211616939.01",,"EPIC 211616939",1,"CANDIDATE","Yu et al. 2018","16",1.85540000000,"2019-02-26","2019-02-26"
"EPIC 211619120.01",,"EPIC 211619120",1,"FALSE POSITIVE","Yu et al. 2018","5, 16",11.10031400000,"2019-02-26","2019-02-26"
"EPIC 211619805.01",,"EPIC 211619805",1,"CANDIDATE","Yu et al. 2018","16",1.85582700000,"2019-02-26","2019-02-26"
"EPIC 211619879.01",,"EPIC 211619879",1,"CANDIDATE","Kruse et al. 2019","5, 18",15.75120000000,"2019-09-05","2019-09-05"
"EPIC 211620138.01",,"EPIC 211620138",1,"CANDIDATE","Yu et al. 2018","16",1.85542100000,"2019-02-26","2019-02-26"
"EPIC 211621644.01",,"EPIC 211621644",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",0.92135800000,"2019-02-26","2019-02-26"
"EPIC 211621961.01",,"EPIC 211621961",1,"FALSE POSITIVE","Yu et al. 2018","16",11.07884700000,"2019-02-26","2019-02-26"
"EPIC 211625003.01",,"EPIC 211625003",1,"FALSE POSITIVE","Yu et al. 2018","16",0.53043100000,"2019-02-26","2019-02-26"
"EPIC 211626490.01",,"EPIC 211626490",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",0.74773400000,"2019-02-26","2019-02-26"
"EPIC 211630537.01",,"EPIC 211630537",1,"FALSE POSITIVE","Yu et al. 2018","16",0.69719000000,"2019-02-26","2019-02-26"
"EPIC 211631538.01",,"EPIC 211631538",1,"CANDIDATE","Yu et al. 2018","16",5.51332700000,"2019-02-26","2019-02-26"
"EPIC 211631904.01",,"EPIC 211631904",1,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",0.88400400000,"2019-02-26","2019-02-26"
"EPIC 211638401.01",,"EPIC 211638401",1,"CANDIDATE","Yu et al. 2018","16",0.53027000000,"2019-02-26","2019-02-26"
"EPIC 211638883.01",,"EPIC 211638883",1,"FALSE POSITIVE","Yu et al. 2018","16",0.54387700000,"2019-02-26","2019-02-26"
"EPIC 211639283.01",,"EPIC 211639283",1,"FALSE POSITIVE","Yu et al. 2018","16",6.74184600000,"2019-02-26","2019-02-26"
"EPIC 211642307.01",,"EPIC 211642307",1,"CANDIDATE","Kruse et al. 2019","5, 18",20.99130000000,"2019-09-05","2019-09-05"
"EPIC 211642882.01",,"EPIC 211642882",1,"CANDIDATE","Yu et al. 2018","16",23.89770700000,"2019-02-26","2019-02-26"
"EPIC 211642882.01",,"EPIC 211642882",0,"CANDIDATE","Yu et al. 2018","16",23.89959501695,"2024-05-08","2024-05-08"
"EPIC 211644647.01",,"EPIC 211644647",1,"FALSE POSITIVE","Yu et al. 2018","16",2.04417500000,"2019-02-26","2019-02-26"
"EPIC 211644764.01",,"EPIC 211644764",1,"CANDIDATE","Castro-Gonz&aacute;lez et al. 2022","18",23.53067120000,"2022-04-18","2022-04-18"
"EPIC 211645912.01",,"EPIC 211645912",1,"CANDIDATE","Kruse et al. 2019","5, 18",10.67410000000,"2019-09-05","2019-09-05"
"EPIC 211645912.01",,"EPIC 211645912",0,"CANDIDATE","Kruse et al. 2019","5, 18",10.67300000000,"2016-07-18","2016-07-18"
"K2-333 b","K2-333 b","EPIC 211647930",1,"CONFIRMED","de Leon et al. 2021","16",14.75928700000,"2021-08-23","2021-08-23"
"K2-333 b","K2-333 b","EPIC 211647930",0,"CONFIRMED","de Leon et al. 2021","16",14.75985900000,"2024-03-04","2024-03-04"
"K2-333 b","K2-333 b","EPIC 211647930",0,"CONFIRMED","de Leon et al. 2021","16",14.75959500000,"2019-02-26","2019-02-26"
"K2-333 b","K2-333 b","EPIC 211647930",0,"CONFIRMED","de Leon et al. 2021","16",14.75650149447,"2024-02-05","2024-02-05"
"EPIC 211649214.01",,"EPIC 211649214",1,"CANDIDATE","Yu et al. 2018","16",3.78795000000,"2019-02-26","2019-02-26"
"EPIC 211651743.01",,"EPIC 211651743",1,"FALSE POSITIVE","Yu et al. 2018","16",0.51623500000,"2019-02-26","2019-02-26"
"EPIC 211662047.01",,"EPIC 211662047",1,"FALSE POSITIVE","Yu et al. 2018","16",0.63523800000,"2019-02-26","2019-02-26"
"EPIC 211663508.01",,"EPIC 211663508",1,"FALSE POSITIVE","Yu et al. 2018","16",0.54441800000,"2019-02-26","2019-02-26"
"EPIC 211663688.01",,"EPIC 211663688",1,"CANDIDATE","Yu et al. 2018","16",1.85551600000,"2019-02-26","2019-02-26"
"EPIC 211664543.01",,"EPIC 211664543",1,"FALSE POSITIVE","Yu et al. 2018","16",0.69833300000,"2019-02-26","2019-02-26"
"EPIC 211673349.01",,"EPIC 211673349",1,"CANDIDATE","Yu et al. 2018","16",4.89428900000,"2019-02-26","2019-02-26"
"EPIC 211679060.01",,"EPIC 211679060",1,"CANDIDATE","Zink et al. 2021","18",12.60178100000,"2021-11-19","2021-11-19"
"K2-118 b","K2-118 b","EPIC 211680698",1,"CONFIRMED","Dressing et al. 2017","5, 18",50.92092000000,"2017-10-03","2017-10-05"
"K2-118 b","K2-118 b","EPIC 211680698",0,"CONFIRMED","Dressing et al. 2017","5, 18",50.92540000000,"2019-09-05","2019-09-05"
"EPIC 211682423.01",,"EPIC 211682423",1,"CANDIDATE","Barros et al. 2016","5, 18",6.96350934000,"2016-12-21","2016-12-21"
"K2-263 b","K2-263 b","EPIC 211682544",1,"CONFIRMED","Mortier et al. 2018","5, 16, 18",50.81917200000,"2026-04-16","2026-04-16"
"K2-263 b","K2-263 b","EPIC 211682544",0,"CONFIRMED","Mortier et al. 2018","5, 16, 18",50.81933100000,"2018-02-15","2018-02-15"
"K2-263 b","K2-263 b","EPIC 211682544",0,"CONFIRMED","Mortier et al. 2018","5, 16, 18",50.81894700000,"2018-09-25","2018-09-27"
"K2-263 b","K2-263 b","EPIC 211682544",0,"CONFIRMED","Mortier et al. 2018","5, 16, 18",50.82130000000,"2019-09-05","2019-09-05"
"K2-263 b","K2-263 b","EPIC 211682544",0,"CONFIRMED","Mortier et al. 2018","5, 16, 18",50.81894700000,"2023-04-17","2023-04-17"
"EPIC 211685045.01",,"EPIC 211685045",1,"CANDIDATE","Adams et al. 2016","5",0.76905700000,"2016-06-09","2016-06-09"
"EPIC 211694226.01",,"EPIC 211694226",1,"CANDIDATE","Dressing et al. 2017","5, 16, 18",1.91828000000,"2017-12-14","2017-12-14"
"EPIC 211705502.01",,"EPIC 211705502",1,"FALSE POSITIVE","del Ser et al. 2023","18",2.58190000000,"2022-11-07","2022-11-07"
"EPIC 211705502.01",,"EPIC 211705502",0,"FALSE POSITIVE","del Ser et al. 2023","18",2.58407530000,"2024-09-30","2024-09-30"
"EPIC 211705502.01",,"EPIC 211705502",0,"FALSE POSITIVE","del Ser et al. 2023","18",2.58449720000,"2022-04-18","2022-04-18"
"EPIC 211705654.01",,"EPIC 211705654",1,"FALSE POSITIVE","Rizzuto et al. 2017","5, 16, 18",2.53310000000,"2017-12-14","2017-12-14"
"EPIC 211710534.01",,"EPIC 211710534",1,"FALSE POSITIVE","Yu et al. 2018","16",3.02256900000,"2019-02-26","2019-02-26"
"EPIC 211711685.01",,"EPIC 211711685",1,"CANDIDATE","Zink et al. 2021","18, 16, 5",15.46280700000,"2021-11-19","2021-11-19"
"K2-271 b","K2-271 b","EPIC 211713099",1,"CONFIRMED","Livingston et al. 2018","5, 18",8.56242100000,"2018-10-24","2018-10-26"
"K2-271 b","K2-271 b","EPIC 211713099",0,"CONFIRMED","Livingston et al. 2018","5, 18",8.56232889439,"2024-12-10","2024-12-10"
"K2-271 b","K2-271 b","EPIC 211713099",0,"CONFIRMED","Livingston et al. 2018","5, 18",8.56394776000,"2016-12-21","2016-12-21"
"K2-271 b","K2-271 b","EPIC 211713099",0,"CONFIRMED","Livingston et al. 2018","5, 18",8.56222000000,"2019-09-05","2019-09-05"
"K2-271 b","K2-271 b","EPIC 211713099",0,"CONFIRMED","Livingston et al. 2018","5, 18",8.56240500000,"2017-12-14","2017-12-14"
"K2-271 b","K2-271 b","EPIC 211713099",0,"CONFIRMED","Livingston et al. 2018","5, 18",8.56200000000,"2016-07-18","2016-07-18"
"EPIC 211718105.01",,"EPIC 211718105",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",2.95876300000,"2019-02-26","2019-02-26"
"EPIC 211718187.01",,"EPIC 211718187",1,"CANDIDATE","Kruse et al. 2019","5, 16, 18",5.51633000000,"2019-09-05","2019-09-05"
"EPIC 211719484.01",,"EPIC 211719484",1,"CANDIDATE","Barros et al. 2016","5, 18",0.36091387000,"2016-12-21","2016-12-21"
"EPIC 211721325.01",,"EPIC 211721325",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",1.05236400000,"2019-02-26","2019-02-26"
"EPIC 211724246.01",,"EPIC 211724246",1,"CANDIDATE","Zink et al. 2021","18",4.74649620000,"2022-04-19","2022-04-19"
"EPIC 211724246.01",,"EPIC 211724246",0,"CANDIDATE","Zink et al. 2021","18",4.74644850000,"2023-02-22","2023-02-22"
"EPIC 211724246.01",,"EPIC 211724246",0,"CANDIDATE","Zink et al. 2021","18",4.74615900000,"2021-11-19","2021-11-19"
"EPIC 211728689.01",,"EPIC 211728689",1,"CANDIDATE","Zink et al. 2021","5",8.95262300000,"2021-11-19","2021-11-19"
"K2-334 b","K2-334 b","EPIC 211730024",1,"CONFIRMED","de Leon et al. 2021","16",5.11398100000,"2021-08-23","2021-08-23"
"K2-334 b","K2-334 b","EPIC 211730024",0,"CONFIRMED","de Leon et al. 2021","16",5.11383503556,"2024-12-10","2024-12-10"
"K2-334 b","K2-334 b","EPIC 211730024",0,"CONFIRMED","de Leon et al. 2021","16",5.11384280000,"2024-03-04","2024-03-04"
"K2-334 b","K2-334 b","EPIC 211730024",0,"CONFIRMED","de Leon et al. 2021","16",5.11382300000,"2019-02-26","2019-02-26"
"K2-357 b","K2-357 b","EPIC 211730267",1,"CONFIRMED","Castro-Gonz&aacute;lez et al. 2022","18",16.34886370000,"2021-09-20","2021-09-20"
"EPIC 211731298.01",,"EPIC 211731298",1,"CANDIDATE","Kruse et al. 2019","5, 18",1.99042200000,"2019-09-05","2019-09-05"
"EPIC 211731298.01",,"EPIC 211731298",0,"CANDIDATE","Kruse et al. 2019","5, 18",1.99043000000,"2019-09-19","2019-09-19"
"EPIC 211731298.01",,"EPIC 211731298",0,"CANDIDATE","Kruse et al. 2019","5, 18",1.99067602000,"2016-12-21","2016-12-21"
"K2-374 b","K2-374 b","EPIC 211732116",1,"CONFIRMED","Christiansen et al. 2022","16",4.52195300000,"2022-03-16","2022-03-16"
"K2-374 b","K2-374 b","EPIC 211732116",0,"CONFIRMED","Christiansen et al. 2022","16",4.52195300000,"2021-11-19","2021-11-19"
"K2-374 c","K2-374 c","EPIC 211732116",1,"CONFIRMED","Christiansen et al. 2022","16",16.43445000000,"2022-03-16","2022-03-16"
"K2-374 c","K2-374 c","EPIC 211732116",0,"CONFIRMED","Christiansen et al. 2022","16",16.43445000000,"2021-11-19","2021-11-19"
"EPIC 211732801.01",,"EPIC 211732801",1,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",2.13155400000,"2019-02-26","2019-02-26"
"EPIC 211733267.01",,"EPIC 211733267",1,"CANDIDATE","Kruse et al. 2019","5, 16, 18",8.65814300000,"2019-09-05","2019-09-05"
"EPIC 211733267.01",,"EPIC 211733267",0,"CANDIDATE","Kruse et al. 2019","5, 16, 18",8.65816800000,"2018-02-15","2018-02-15"
"EPIC 211733267.01",,"EPIC 211733267",0,"CANDIDATE","Kruse et al. 2019","5, 16, 18",8.65797500000,"2019-02-26","2019-02-26"
"EPIC 211733267.01",,"EPIC 211733267",0,"CANDIDATE","Kruse et al. 2019","5, 16, 18",8.65800000000,"2016-07-18","2016-07-18"
"EPIC 211733267.01",,"EPIC 211733267",0,"CANDIDATE","Kruse et al. 2019","5, 16, 18",8.65871336000,"2016-12-21","2016-12-21"
"EPIC 211736305.01",,"EPIC 211736305",1,"CANDIDATE","Kruse et al. 2019","5, 16, 18",14.56160000000,"2019-09-05","2019-09-05"
"K2-108 b","K2-108 b","EPIC 211736671",1,"CONFIRMED","Petigura et al. 2017","5, 18",4.73399900000,"2018-10-24","2018-10-26"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73379000000,"2018-10-24","2018-02-15"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73355750515,"2024-04-07","2024-04-07"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73401000000,"2018-10-24","2017-02-09"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73400000000,"2016-07-18","2016-07-18"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73401000000,"2025-09-17","2025-09-17"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73363000000,"2019-09-05","2019-09-05"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73360988000,"2016-12-21","2016-12-21"
"K2-108 b","K2-108 b","EPIC 211736671",0,"CONFIRMED","Petigura et al. 2017","5, 18",4.73400600000,"2017-12-14","2017-12-14"
"EPIC 211737652.01",,"EPIC 211737652",1,"FALSE POSITIVE","Yu et al. 2018","16",2.46819000000,"2019-02-26","2019-02-26"
"EPIC 211738534.01",,"EPIC 211738534",1,"FALSE POSITIVE","Yu et al. 2018","16",0.56802000000,"2019-02-26","2019-02-26"
"EPIC 211741619.01",,"EPIC 211741619",1,"CANDIDATE","Yu et al. 2018","16",2.78766300000,"2019-02-26","2019-02-26"
"K2-335 b","K2-335 b","EPIC 211743874",1,"CONFIRMED","de Leon et al. 2021","5, 18",12.28321100000,"2021-08-23","2021-08-23"
"K2-335 b","K2-335 b","EPIC 211743874",0,"CONFIRMED","de Leon et al. 2021","5, 18",12.28234300000,"2018-02-15","2018-02-15"
"K2-335 b","K2-335 b","EPIC 211743874",0,"CONFIRMED","de Leon et al. 2021","5, 18",12.28100000000,"2016-07-18","2016-07-18"
"K2-335 b","K2-335 b","EPIC 211743874",0,"CONFIRMED","de Leon et al. 2021","5, 18",12.28120000000,"2019-09-05","2019-09-05"
"EPIC 211744153.01",,"EPIC 211744153",1,"FALSE POSITIVE","Yu et al. 2018","5, 16",4.61216600000,"2019-02-26","2019-02-26"
"EPIC 211750072.01",,"EPIC 211750072",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",0.59555800000,"2019-02-26","2019-02-26"
"EPIC 211754117.01",,"EPIC 211754117",1,"CANDIDATE","Zink et al. 2021","16, 18, 5",13.79884500000,"2021-11-19","2021-11-19"
"EPIC 211754962.01",,"EPIC 211754962",1,"CANDIDATE","Kruse et al. 2019","5, 18",3.41065000000,"2019-09-05","2019-09-05"
"EPIC 211754962.01",,"EPIC 211754962",0,"CANDIDATE","Kruse et al. 2019","5, 18",3.41052823000,"2016-12-21","2016-12-21"
"EPIC 211759163.01",,"EPIC 211759163",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",0.59566700000,"2019-02-26","2019-02-26"
"EPIC 211762841.01",,"EPIC 211762841",1,"CANDIDATE","Kruse et al. 2019","5, 18",1.56494000000,"2019-09-05","2019-09-05"
"EPIC 211762841.01",,"EPIC 211762841",0,"CANDIDATE","Kruse et al. 2019","5, 18",1.56493000000,"2017-12-14","2017-12-14"
"K2-336 b","K2-336 b","EPIC 211763214",1,"CONFIRMED","de Leon et al. 2021","5, 16, 18",21.19473300000,"2021-08-23","2021-08-23"
"K2-336 b","K2-336 b","EPIC 211763214",0,"CONFIRMED","de Leon et al. 2021","5, 16, 18",21.19760000000,"2019-09-05","2019-09-05"
"K2-336 b","K2-336 b","EPIC 211763214",0,"CONFIRMED","de Leon et al. 2021","5, 16, 18",21.19900000000,"2016-07-18","2016-07-18"
"K2-336 b","K2-336 b","EPIC 211763214",0,"CONFIRMED","de Leon et al. 2021","5, 16, 18",21.19178800000,"2018-02-15","2018-02-15"
"EPIC 211764271.01",,"EPIC 211764271",1,"FALSE POSITIVE","Yu et al. 2018","16",3.57674400000,"2019-02-26","2019-02-26"
"EPIC 211764373.01",,"EPIC 211764373",1,"FALSE POSITIVE","Yu et al. 2018","16",3.57678000000,"2019-02-26","2019-02-26"
"EPIC 211765695.01",,"EPIC 211765695",1,"CANDIDATE","Zink et al. 2021","16",7.55870000000,"2021-11-19","2021-11-19"
"EPIC 211765695.02",,"EPIC 211765695",1,"CANDIDATE","Zink et al. 2021","16",25.43143000000,"2021-11-19","2021-11-19"
"EPIC 211768007.01",,"EPIC 211768007",1,"FALSE POSITIVE","Yu et al. 2018","16, 18",0.54291200000,"2019-02-26","2019-02-26"
"EPIC 211770390.01",,"EPIC 211770390",1,"FALSE POSITIVE","Yu et al. 2018","5, 16, 18",3.79018000000,"2019-02-26","2019-02-26"
"K2-337 b","K2-337 b","EPIC 211770696",1,"CONFIRMED","de Leon et al. 2021","5, 18",16.27356300000,"2021-08-23","2021-08-23"
"K2-337 b","K2-337 b","EPIC 211770696",0,"CONFIRMED","de Leon et al. 2021","5, 18",16.27284000000,"2018-02-15","2018-02-15"
"K2-337 b","K2-337 b","EPIC 211770696",0,"CONFIRMED","de Leon et al. 2021","5, 18",16.27130000000,"2019-09-05","2019-09-05"
"K2-337 b","K2-337 b","EPIC 211770696",0,"CONFIRMED","de Leon et al. 2021","5, 18",16.27100000000,"2016-07-18","2016-07-18"
"K2-119 b","K2-119 b","EPIC 211770795",1,"CONFIRMED","Dressing et al. 2017","5, 18",7.72728300000,"2018-10-24","2018-10-26"
"K2-119 b","K2-119 b","EPIC 211770795",0,"CONFIRMED","Dressing et al. 2017","5, 18",7.72651124000,"2016-12-21","2016-12-21"
"K2-119 b","K2-119 b","EPIC 211770795",0,"CONFIRMED","Dressing et al. 2017","5, 18",7.72800000000,"2016-07-18","2016-07-18"
"K2-119 b","K2-119 b","EPIC 211770795",0,"CONFIRMED","Dressing et al. 2017","5, 18",7.72850000000,"2019-09-05","2019-09-05"
"K2-119 b","K2-119 b","EPIC 211770795",0,"CONFIRMED","Dressing et al. 2017","5, 18",7.72857800000,"2018-10-24","2017-10-05"
"K2-119 b","K2-119 b","EPIC 211770795",0,"CONFIRMED","Dressing et al. 2017","5, 18",7.72757400000,"2017-12-14","2017-12-14"
"EPIC 211770867.01",,"EPIC 211770867",1,"CANDIDATE","Pope et al. 2016","5, 18",27.69300000000,"2016-07-18","2016-07-18"
"K2-338 b","K2-338 b","EPIC 211779390",1,"CONFIRMED","de Leon et al. 2021","5, 18",3.85061400000,"2021-08-23","2021-08-23"
"K2-338 b","K2-338 b","EPIC 211779390",0,"CONFIRMED","de Leon et al. 2021","5, 18",3.85064000000,"2019-09-05","2019-09-05"
"K2-338 b","K2-338 b","EPIC 211779390",0,"CONFIRMED","de Leon et al. 2021","5, 18",3.85000000000,"2016-07-18","2016-07-18"
"EPIC 211783206.01",,"EPIC 211783206",1,"CANDIDATE","Kruse et al. 2019","5, 18",7.13142000000,"2019-09-05","2019-09-05"
"EPIC 211783206.01",,"EPIC 211783206",0,"CANDIDATE","Kruse et al. 2019","5, 18",7.13400000000,"2016-07-18","2016-07-18"
"EPIC 211784767.01",,"EPIC 211784767",1,"CANDIDATE","Barros et al. 2016","5, 18",3.57804902000,"2016-12-21","2016-12-21"
"EPIC 211788221.01",,"EPIC 211788221",1,"CANDIDATE","Kruse et al. 2019","5, 18",12.89398000000,"2019-09-05","2019-09-05"
"EPIC 211791178.01","K2-120 b","EPIC 211791178",1,"CANDIDATE","Castro-Gonz&aacute;lez et al. 2022","5, 18",9.56274200000,"2017-10-03","2017-10-05"
